id,kode_provinsi,nama_provinsi,kode_kabupaten_kota_kemendagri,nama_kabupaten_kota_kemendagri,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa,bps_nama_desa,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa,kemendagri_nama_desa,status_sinyal,keberadaan_internet,kepemilikan_internet,ketersediaan_tower_bts,jarak_tower_terdekat,keberadaan_telkomsel,keberadaan_indosat,keberadaan_xl_axiata,keberadaan_operator_lain,operator_lainnya,tahun
3029,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171002,PASINDANGAN,32.09.21,GUNUNG JATI,32.09.21.2002,PASINDANGAN,SINYAL KUAT,ADA,ADA,ADA,400.0,ADA,ADA,ADA,ADA,TRI,2021
3030,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171003,JADIMULYA,32.09.21,GUNUNG JATI,32.09.21.2003,JADIMULYA,SINYAL KUAT,ADA,ADA,ADA,0.15,ADA,ADA,ADA,ADA,TRI,2021
3031,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171004,KLAYAN,32.09.21,GUNUNG JATI,32.09.21.2004,KLAYAN,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,TRI,2021
3032,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171005,JATIMERTA,32.09.21,GUNUNG JATI,32.09.21.2005,JATIMERTA,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,SMARTFREN,2021
3033,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171006,ASTANA,32.09.21,GUNUNG JATI,32.09.21.2006,ASTANA,SINYAL KUAT,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3034,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171007,KALISAPU,32.09.21,GUNUNG JATI,32.09.21.2007,KALISAPU,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3035,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171008,WANAKAYA,32.09.21,GUNUNG JATI,32.09.21.2008,WANAKAYA,SINYAL KUAT,ADA,ADA,ADA,0.2,ADA,ADA,ADA,ADA,SMARTFREN,2021
3036,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171009,GROGOL,32.09.21,GUNUNG JATI,32.09.21.2009,GROGOL,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3037,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171010,BABADAN,32.09.21,GUNUNG JATI,32.09.21.2010,BABADAN,SINYAL KUAT,ADA,ADA,ADA,0.05,ADA,ADA,ADA,ADA,TELKOM FLEXI,2021
3038,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171011,BUYUT,32.09.21,GUNUNG JATI,32.09.21.2011,BUYUT,SINYAL KUAT,ADA,ADA,ADA,100.0,ADA,ADA,ADA,ADA,TRI,2021
3039,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171012,MAYUNG,32.09.21,GUNUNG JATI,32.09.21.2012,MAYUNG,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3040,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNGJATI,3209171015,MERTASINGA,32.09.21,GUNUNG JATI,32.09.21.2015,MERTASINGA,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3041,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180011,KERTASURA,32.09.22,KAPETAKAN,32.09.22.2010,KERTASURA,SINYAL KUAT,TIDAK ADA,ADA,ADA,400.0,ADA,ADA,ADA,ADA,AXIS,2021
3042,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180012,PEGAGAN KIDUL,32.09.22,KAPETAKAN,32.09.22.2011,PEGAGAN KIDUL,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3043,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180015,PEGAGAN LOR,32.09.22,KAPETAKAN,32.09.22.2012,PEGAAN LOR,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,0,2021
3044,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180016,DUKUH,32.09.22,KAPETAKAN,32.09.22.2013,DUKUH,SINYAL KUAT,ADA,ADA,TIDAK ADA,3.0,ADA,ADA,ADA,ADA,TRI,2021
3045,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180017,KARANGKENDAL,32.09.22,KAPETAKAN,32.09.22.2014,KARANGKENDAL,SINYAL KUAT,ADA,TIDAK ADA,ADA,100.0,ADA,ADA,ADA,ADA,TRI,2021
3046,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180018,GROGOL,32.09.22,KAPETAKAN,32.09.22.2015,GROGOL,SINYAL KUAT,ADA,TIDAK ADA,TIDAK ADA,100.0,ADA,ADA,ADA,ADA,TRI,2021
3047,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180020,KAPETAKAN,32.09.22,KAPETAKAN,32.09.22.2016,KAPETAKAN,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
3048,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180010,BUNGKO,32.09.22,KAPETAKAN,32.09.22.2017,BUNGKO,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,TRI,2021
3049,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,3209180021,BUNGKO LOR,32.09.22,KAPETAKAN,32.09.22.2018,BUNGKO LOR,SINYAL KUAT,TIDAK ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
3050,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190001,SERANG,32.09.23,KLANGENAN,32.09.23.2001,SERANG,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,TRI,2021
3051,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190002,KLANGENAN,32.09.23,KLANGENAN,32.09.23.2002,KLANGENAN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
3052,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190003,DANAWINANGUN,32.09.23,KLANGENAN,32.09.23.2003,DANAWINANGUN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3053,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190007,PEKANTINGAN,32.09.23,KLANGENAN,32.09.23.2007,PAKANTINGAN,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,AXIS,2021
3054,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190008,JEMARAS KIDUL,32.09.23,KLANGENAN,32.09.23.2008,JEMARAS KIDUL,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,AXIS,2021
3055,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190009,JEMARAS LOR,32.09.23,KLANGENAN,32.09.23.2009,JEMARAS LOR,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,AXIS,2021
3056,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190011,SLANGIT,32.09.23,KLANGENAN,32.09.23.2010,SLANGIT,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3057,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190012,KREYO,32.09.23,KLANGENAN,32.09.23.2011,KREYO,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3058,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209190,KLANGENAN,3209190013,BANGODUA,32.09.23,KLANGENAN,32.09.23.2012,BANGODUA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3059,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200001,SENDE,32.09.24,ARJAWINANGUN,32.09.24.2001,SENDE,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,"IM3, AXIS",2021
3060,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200002,JUNGJANG WETAN,32.09.24,ARJAWINANGUN,32.09.24.2002,JUNGJANG WETAN,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1800.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3061,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200010,JUNGJANG,32.09.24,ARJAWINANGUN,32.09.24.2003,JUNGJANG,SINYAL KUAT,ADA,ADA,ADA,250.0,ADA,ADA,ADA,ADA,"AXIS, SMARTFREN",2021
3062,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200011,ARJAWINANGUN,32.09.24,ARJAWINANGUN,32.09.24.2004,ARJAWINANGUN,SINYAL KUAT,TIDAK ADA,ADA,ADA,0.3,ADA,ADA,ADA,ADA,AXIS,2021
3063,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200012,TEGALGUBUG,32.09.24,ARJAWINANGUN,32.09.24.2005,TEGALGUBUG,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3064,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200014,TEGALGUBUG LOR,32.09.24,ARJAWINANGUN,32.09.24.2006,TEGAL GUBUG LOR,SINYAL KUAT,TIDAK ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,AXIS,2021
3065,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200013,RAWAGATEL,32.09.24,ARJAWINANGUN,32.09.24.2007,RAWAGATEL,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
3066,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200015,KARANGSAMBUNG,32.09.24,ARJAWINANGUN,32.09.24.2008,KARANGSAMBUNG,SINYAL KUAT,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,AXIS,2021
3067,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200016,BULAK,32.09.24,ARJAWINANGUN,32.09.24.2009,BULAK,SINYAL KUAT,ADA,ADA,ADA,300.0,ADA,ADA,ADA,ADA,"TRI, AXIS",2021
3068,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200017,GEYONGAN,32.09.24,ARJAWINANGUN,32.09.24.2010,GEYONGAN,SINYAL KUAT,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,"AXIS, SMARTFREN",2021
3069,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209200,ARJAWINANGUN,3209200018,KEBONTURI,32.09.24,ARJAWINANGUN,32.09.24.2011,KEBONTURI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"AXIS, SMARTFREN",2021
3070,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201001,KALIANYAR,32.09.25,PANGURAGAN,32.09.25.2001,KALIANYAR,SINYAL KUAT,ADA,TIDAK ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3071,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201002,PANGURAGAN KULON,32.09.25,PANGURAGAN,32.09.25.2002,PANGURANGAN KULON,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3072,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201003,PANGURAGAN WETAN,32.09.25,PANGURAGAN,32.09.25.2003,PANGURANGAN WETAN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3073,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201004,PANGURAGAN LOR,32.09.25,PANGURAGAN,32.09.25.2004,PANGURANGAN LOR,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
3074,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201005,PANGURAGAN,32.09.25,PANGURAGAN,32.09.25.2005,PANGURANGAN,SINYAL KUAT,TIDAK ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
3075,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201006,GUJEG,32.09.25,PANGURAGAN,32.09.25.2006,GUJEG,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3076,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201007,LEMAHTAMBA,32.09.25,PANGURAGAN,32.09.25.2007,LEMAHTAMBA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3077,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201008,KARANGANYAR,32.09.25,PANGURAGAN,32.09.25.2008,KARANGANYAR,SINYAL KUAT,ADA,TIDAK ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,"AXIS, SMARTFREN",2021
3078,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209201,PANGURAGAN,3209201009,KROYA,32.09.25,PANGURAGAN,32.09.25.2009,KROYA,SINYAL KUAT,TIDAK ADA,TIDAK ADA,TIDAK ADA,3.0,ADA,ADA,ADA,ADA,TRI,2021
3079,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210006,BUDUR,32.09.26,CIWARINGIN,32.09.26.2004,BUDUR,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,0,2021
3080,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210005,BABAKAN,32.09.26,CIWARINGIN,32.09.26.2005,BABAKAN,SINYAL KUAT,ADA,ADA,ADA,300.0,ADA,ADA,ADA,ADA,AXIS,2021
3081,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210004,CIWARINGIN,32.09.26,CIWARINGIN,32.09.26.2006,CIWARINGIN,SINYAL KUAT,ADA,ADA,TIDAK ADA,50.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3082,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210007,GINTUNGRANJENG,32.09.26,CIWARINGIN,32.09.26.2007,GINTUNGRANJENG,SINYAL KUAT,ADA,ADA,ADA,2.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3083,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210008,GINTUNG KIDUL,32.09.26,CIWARINGIN,32.09.26.2008,GINTUNG KIDUL,SINYAL LEMAH,ADA,ADA,ADA,3.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3084,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210009,GINTUNG TENGAH,32.09.26,CIWARINGIN,32.09.26.2009,GINTUNG TENGAH,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3085,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210010,BRINGIN,32.09.26,CIWARINGIN,32.09.26.2010,BRINGIN,SINYAL LEMAH,TIDAK ADA,ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3086,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,3209210011,GALAGAMBA,32.09.26,CIWARINGIN,32.09.26.2011,GALAGAMBA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3087,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220001,TANGKIL,32.09.27,SUSUKAN,32.09.27.2001,TANGKIL,SINYAL LEMAH,ADA,ADA,ADA,0.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3088,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220002,WIYONG,32.09.27,SUSUKAN,32.09.27.2002,WIYONG,SINYAL KUAT,ADA,ADA,ADA,1000.0,ADA,ADA,ADA,ADA,AXIS,2021
3089,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220003,KEDONGDONG,32.09.27,SUSUKAN,32.09.27.2003,KEDONGDONG,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
3090,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220004,GINTUNG LOR,32.09.27,SUSUKAN,32.09.27.2004,GINTUNG LOR,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,AXIS,2021
3091,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220005,BOJONG KULON,32.09.27,SUSUKAN,32.09.27.2005,BOJONG KULON,SINYAL KUAT,ADA,ADA,TIDAK ADA,1000.0,ADA,ADA,ADA,ADA,AXIS,2021
3092,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220006,KEJIWAN,32.09.27,SUSUKAN,32.09.27.2006,KEJIWAN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3093,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220007,SUSUKAN,32.09.27,SUSUKAN,32.09.27.2007,SUSUKAN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3094,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220008,LUWUNG KENCANA,32.09.27,SUSUKAN,32.09.27.2008,LUWUNG KENCANA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
3095,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220009,BUNDER,32.09.27,SUSUKAN,32.09.27.2009,BUNDER,SINYAL KUAT,ADA,TIDAK ADA,ADA,500.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3096,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220010,JATIPURA,32.09.27,SUSUKAN,32.09.27.2010,JATIPURA,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3097,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220011,UJUNGGEBANG,32.09.27,SUSUKAN,32.09.27.2011,UJUNGGEBANG,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3098,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209220,SUSUKAN,3209220012,JATIANOM,32.09.27,SUSUKAN,32.09.27.2012,JATIANOM,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
3099,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230009,KEDUNGDALEM,32.09.28,GEGESIK,32.09.28.2001,KEDUNGDALEM,SINYAL LEMAH,TIDAK ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3100,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230010,PANUNGGUL,32.09.28,GEGESIK,32.09.28.2002,PANUNGGUL,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3101,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,#N/A,#N/A,32.09.28,GEGESIK,#N/A,GEGESIK WETAN,SINYAL KUAT,ADA,ADA,ADA,10.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3102,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230012,GEGESIK KIDUL,32.09.28,GEGESIK,32.09.28.2004,GEGESIK KIDUL,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,IM3,2021
3103,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230018,GEGESIK LOR,32.09.28,GEGESIK,32.09.28.2005,GEGESIK LOR,SINYAL KUAT,ADA,TIDAK ADA,ADA,0.3,ADA,ADA,ADA,ADA,SMARTFREN,2021
3104,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230019,GEGESIK KULON,32.09.28,GEGESIK,32.09.28.2006,GEGESIK KULON,SINYAL KUAT,ADA,ADA,TIDAK ADA,800.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
3105,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230016,SLENDRA,32.09.28,GEGESIK,32.09.28.2007,SLENDRA,SINYAL LEMAH,ADA,ADA,TIDAK ADA,4.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3106,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230017,JAGAPURA KIDUL,32.09.28,GEGESIK,32.09.28.2008,JAGAPURA KIDUL,SINYAL KUAT,ADA,ADA,ADA,1200.0,ADA,TIDAK ADA,ADA,TIDAK ADA,TRI,2021
3107,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230020,JAGAPURA WETAN,32.09.28,GEGESIK,32.09.28.2009,JAGAPURA WETAN,SINYAL KUAT,ADA,ADA,TIDAK ADA,1200.0,ADA,TIDAK ADA,ADA,TIDAK ADA,0,2021
3108,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230021,JAGAPURA KULON,32.09.28,GEGESIK,32.09.28.2010,JAGAPURA KULON,SINYAL KUAT,ADA,TIDAK ADA,TIDAK ADA,2100.0,ADA,TIDAK ADA,ADA,TIDAK ADA,0,2021
3109,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230022,JAGAPURA LOR,32.09.28,GEGESIK,32.09.28.2011,JAGAPURA LOR,SINYAL KUAT,ADA,ADA,TIDAK ADA,500.0,ADA,TIDAK ADA,ADA,TIDAK ADA,0,2021
3110,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230023,SIBUBUT,32.09.28,GEGESIK,32.09.28.2012,SIBUBUT,SINYAL KUAT,ADA,ADA,TIDAK ADA,10.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3111,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230008,BAYALANGU LOR,32.09.28,GEGESIK,32.09.28.2013,BAYALANGU LOR,SINYAL KUAT,ADA,ADA,ADA,150.0,ADA,ADA,ADA,ADA,INDOVISION,2021
3112,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209230,GEGESIK,3209230007,BAYALANGU KIDUL,32.09.28,GEGESIK,32.09.28.2014,BAYALANGU KIDUL,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3113,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231001,KALIDERES,32.09.29,KALIWEDI,32.09.29.2001,KALIDERES,SINYAL KUAT,TIDAK ADA,TIDAK ADA,ADA,0.5,ADA,ADA,ADA,TIDAK ADA,0,2021
3114,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231003,PRAJAWINANGUN KULON,32.09.29,KALIWEDI,32.09.29.2002,PRAJAWINANGUN KULON,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3115,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231002,PRAJAWINANGUN WETAN,32.09.29,KALIWEDI,32.09.29.2003,PRAJAWINANGUN WETAN,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,TIDAK ADA,0,2021
3116,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231006,UJUNGSEMI,32.09.29,KALIWEDI,32.09.29.2004,UJUNGSEMI,SINYAL KUAT,ADA,ADA,TIDAK ADA,0.0,ADA,ADA,ADA,ADA,0,2021
3117,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231007,WARGABINANGUN,32.09.29,KALIWEDI,32.09.29.2005,WARGABINANGUN,SINYAL KUAT,ADA,ADA,ADA,0.1,ADA,ADA,ADA,ADA,0,2021
3118,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231005,KALIWEDI LOR,32.09.29,KALIWEDI,32.09.29.2006,KALIWEDI LOR,SINYAL KUAT,ADA,ADA,ADA,0.2,ADA,ADA,ADA,ADA,SMARTFREN,2021
3119,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231004,KALIWEDI KIDUL,32.09.29,KALIWEDI,32.09.29.2007,KALIWEDI KIDUL,SINYAL KUAT,ADA,ADA,ADA,0.2,ADA,ADA,ADA,ADA,SMARTFREN,2021
3120,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231008,GUWA KIDUL,32.09.29,KALIWEDI,32.09.29.2008,GUWA KIDUL,SINYAL KUAT,ADA,TIDAK ADA,TIDAK ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3121,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209231,KALIWEDI,3209231009,GUWA LOR,32.09.29,KALIWEDI,32.09.29.2009,GUWA LOR,SINYAL KUAT,ADA,ADA,TIDAK ADA,5.0,ADA,ADA,ADA,TIDAK ADA,0,2021
3122,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,3209041001,DOMPYONG KULON,32.09.30,GEBANG,32.09.30.2001,DOMPYONG KULON,SINYAL KUAT,TIDAK ADA,TIDAK ADA,ADA,550.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
