id,kode_provinsi,nama_provinsi,kode_kabupaten_kota_kemendagri,nama_kabupaten_kota_kemendagri,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa,bps_nama_desa,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa,kemendagri_nama_desa,status_sinyal,keberadaan_internet,kepemilikan_internet,ketersediaan_tower_bts,jarak_tower_terdekat,keberadaan_telkomsel,keberadaan_indosat,keberadaan_xl_axiata,keberadaan_operator_lain,operator_lainnya,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190006,WANAHERANG,32.01.02,GUNUNG PUTRI,32.01.02.2001,WANAHERANG,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
2,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190010,BOJONG KULUR,32.01.02,GUNUNG PUTRI,32.01.02.2002,BOJONG KULUR,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
3,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190009,CIANGSANA,32.01.02,GUNUNG PUTRI,32.01.02.2003,CIANGSANA,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,TRI,2021
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190002,GUNUNG PUTRI,32.01.02,GUNUNG PUTRI,32.01.02.2004,GUNUNG PUTRI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, AXIS, SMARTFREN",2021
5,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190004,BOJONG NANGKA,32.01.02,GUNUNG PUTRI,32.01.02.2005,BOJONG NANGKA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TELKOMSEL, XL, IM3, INDOSAT, AXIS",2021
6,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190003,TLAJUNG UDIK,32.01.02,GUNUNG PUTRI,32.01.02.2006,TLAJUNG UDIK,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,AXIS,2021
7,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190005,CICADAS,32.01.02,GUNUNG PUTRI,32.01.02.2007,CICADAS,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,TRI,2021
8,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190007,CIKEAS UDIK,32.01.02,GUNUNG PUTRI,32.01.02.2008,CIKEAS UDIK,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,TRI,2021
9,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190008,NAGRAK,32.01.02,GUNUNG PUTRI,32.01.02.2009,NAGRAK,SINYAL KUAT,ADA,ADA,ADA,150.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
10,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190001,KARANGGAN,32.01.02,GUNUNG PUTRI,32.01.02.2010,KARANGGAN,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
11,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200014,PUSPASARI,32.01.03,CITEUREUP,32.01.03.2001,PUSPASARI,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
12,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200012,CITEUREUP,32.01.03,CITEUREUP,32.01.03.2002,CITEUREUP,SINYAL KUAT,ADA,ADA,ADA,0.2,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
13,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200006,LEUWINUTUG,32.01.03,CITEUREUP,32.01.03.2003,LEUWINUTUG,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
14,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200003,TAJUR,32.01.03,CITEUREUP,32.01.03.2004,TAJUR,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
15,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200007,SANJA,32.01.03,CITEUREUP,32.01.03.2005,SANJA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
16,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200009,KARANG ASEM TIMUR,32.01.03,CITEUREUP,32.01.03.2008,KARANG ASEM TIMUR,SINYAL KUAT,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
17,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200010,TARIKOLOT,32.01.03,CITEUREUP,32.01.03.2009,TARIKOLOT,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"SMARTFREN, TRI",2021
18,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200011,GUNUNG SARI,32.01.03,CITEUREUP,32.01.03.2010,GUNUNGSARI,SINYAL KUAT,ADA,ADA,ADA,100.0,ADA,ADA,ADA,ADA,"TRI, AXIS, SMARTFREN",2021
19,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200001,TANGKIL,32.01.03,CITEUREUP,32.01.03.2011,TANGKIL,SINYAL KUAT,ADA,ADA,ADA,5.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
20,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200005,SUKAHATI,32.01.03,CITEUREUP,32.01.03.2012,SUKAHATI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS, SWITCH",2021
21,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200002,HAMBALANG,32.01.03,CITEUREUP,32.01.03.2013,HAMBALANG,SINYAL LEMAH,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
22,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200004,PASIR MUKTI,32.01.03,CITEUREUP,32.01.03.2014,PASIRMUKTI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN, AXIS",2021
23,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130002,GUNUNG GEULIS,32.01.04,SUKARAJA,32.01.04.2001,GUNUNGGEULIS,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
24,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130012,CILEBUT TIMUR,32.01.04,SUKARAJA,32.01.04.2002,CILEBUT TIMUR,SINYAL KUAT,ADA,ADA,ADA,150.0,TIDAK ADA,TIDAK ADA,TIDAK ADA,TIDAK ADA,"TRI, SMARTFREN",2021
25,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130013,CILEBUT BARAT,32.01.04,SUKARAJA,32.01.04.2003,CILEBUT BARAT,SINYAL KUAT,ADA,ADA,ADA,0.03,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
26,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130001,CIBANON,32.01.04,SUKARAJA,32.01.04.2004,CIBANON,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
27,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130003,NAGRAK,32.01.04,SUKARAJA,32.01.04.2005,NAGRAK,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
28,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130004,SUKATANI,32.01.04,SUKARAJA,32.01.04.2006,SUKATANI,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
29,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130005,SUKARAJA,32.01.04,SUKARAJA,32.01.04.2007,SUKARAJA,SINYAL KUAT,ADA,ADA,ADA,0.2,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
30,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130006,CIKEAS,32.01.04,SUKARAJA,32.01.04.2008,CIKEAS,SINYAL KUAT,ADA,ADA,ADA,3.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
31,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130011,PASIR JAMBU,32.01.04,SUKARAJA,32.01.04.2009,PASIR JAMBU,SINYAL KUAT,ADA,ADA,ADA,150.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
32,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130010,CIMANDALA,32.01.04,SUKARAJA,32.01.04.2010,CIMANDALA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
33,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130009,CIJUJUNG,32.01.04,SUKARAJA,32.01.04.2011,CIJUJUNG,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,"TRI, AXIS",2021
34,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130007,CADAS NGAMPAR,32.01.04,SUKARAJA,32.01.04.2012,CADASNGAMPAR,SINYAL KUAT,ADA,ADA,ADA,400.0,ADA,ADA,ADA,ADA,TRI,2021
35,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130008,PASIRLAJA,32.01.04,SUKARAJA,32.01.04.2013,PASIRLAJA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
36,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140001,CIJAYANTI,32.01.05,BABAKAN MADANG,32.01.05.2001,CIJAYANTI,SINYAL LEMAH,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,"TRI, SMARTFREN",2021
37,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140004,SUMUR BATU,32.01.05,BABAKAN MADANG,32.01.05.2002,SUMURBATU,SINYAL LEMAH,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,"IM3, SIMPATI, TRI, XL",2021
38,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140009,SENTUL,32.01.05,BABAKAN MADANG,32.01.05.2003,SENTUL,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,0,2021
39,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140003,KARANG TENGAH,32.01.05,BABAKAN MADANG,32.01.05.2004,KARANGTENGAH,SINYAL KUAT,ADA,ADA,ADA,300.0,ADA,ADA,ADA,ADA,IM3,2021
40,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140007,CIPAMBUAN,32.01.05,BABAKAN MADANG,32.01.05.2005,CIPAMBUAN,SINYAL KUAT,ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,IM3,2021
41,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140008,KADUMANGU,32.01.05,BABAKAN MADANG,32.01.05.2006,KADUMANGGU,SINYAL KUAT,ADA,ADA,ADA,300.0,ADA,ADA,ADA,ADA,IM3,2021
42,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140006,CITARINGGUL,32.01.05,BABAKAN MADANG,32.01.05.2007,CITARINGGUL,SINYAL KUAT,ADA,ADA,ADA,1000.0,ADA,ADA,ADA,ADA,CDMA,2021
43,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140005,BABAKAN MADANG,32.01.05,BABAKAN MADANG,32.01.05.2008,BABAKAN MADANG,SINYAL KUAT,ADA,ADA,ADA,0.1,ADA,ADA,ADA,ADA,SMARTFREN,2021
44,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140002,BOJONG KONENG,32.01.05,BABAKAN MADANG,32.01.05.2009,BOJONG KONENG,SINYAL LEMAH,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
45,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170011,SUKAMAJU,32.01.06,JONGGOL,32.01.06.2001,SUKAMAJU,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
46,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170009,SIRNAGALIH,32.01.06,JONGGOL,32.01.06.2002,SIRNAGALIH,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,TIDAK ADA,0,2021
47,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170005,SINGAJAYA,32.01.06,JONGGOL,32.01.06.2003,SINGAJAYA,SINYAL LEMAH,ADA,ADA,ADA,2.0,ADA,ADA,ADA,ADA,0,2021
48,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170006,SUKASIRNA,32.01.06,JONGGOL,32.01.06.2004,SUKASIRNA,SINYAL LEMAH,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,TIDAK ADA,TIDAK ADA,0,2021
49,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170002,SUKANEGARA,32.01.06,JONGGOL,32.01.06.2005,SUKANEGARA,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
50,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170012,SUKAMANAH,32.01.06,JONGGOL,32.01.06.2006,SUKAMANAH,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
51,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170013,WENINGGALIH,32.01.06,JONGGOL,32.01.06.2007,WENINGGALIH,SINYAL LEMAH,ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,TRI,2021
52,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170003,CIBODAS,32.01.06,JONGGOL,32.01.06.2008,CIBODAS,SINYAL LEMAH,ADA,ADA,TIDAK ADA,3.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
53,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170010,JONGGOL,32.01.06,JONGGOL,32.01.06.2009,JONGGOL,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,ADA,ADA,"TRI, AXIS, SMARTFREN",2021
54,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170008,BENDUNGAN,32.01.06,JONGGOL,32.01.06.2010,BENDUNGAN,SINYAL LEMAH,ADA,TIDAK ADA,TIDAK ADA,3.0,ADA,TIDAK ADA,TIDAK ADA,TIDAK ADA,0,2021
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170004,SINGASARI,32.01.06,JONGGOL,32.01.06.2011,SINGASARI,SINYAL LEMAH,ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,TRI,2021
56,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170007,BALEKAMBANG,32.01.06,JONGGOL,32.01.06.2012,BALEKAMBANG,SINYAL LEMAH,ADA,ADA,TIDAK ADA,4.0,ADA,ADA,ADA,TIDAK ADA,0,2021
57,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170001,SUKAJAYA,32.01.06,JONGGOL,32.01.06.2013,SUKAJAYA,SINYAL LEMAH,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,TIDAK ADA,TIDAK ADA,0,2021
58,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170014,SUKAGALIH,32.01.06,JONGGOL,32.01.06.2014,SUKAGALIH,SINYAL LEMAH,ADA,ADA,TIDAK ADA,500.0,ADA,ADA,ADA,ADA,AXIS,2021
59,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180020,PASIR ANGIN,32.01.07,CILEUNGSI,32.01.07.2001,PASIRANGIN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
60,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180016,MEKARSARI,32.01.07,CILEUNGSI,32.01.07.2002,MEKARSARI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
61,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180011,MAMPIR,32.01.07,CILEUNGSI,32.01.07.2003,MAMPIR,SINYAL KUAT,ADA,ADA,ADA,150.0,ADA,ADA,ADA,ADA,TRI,2021
62,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180010,DAYEUH,32.01.07,CILEUNGSI,32.01.07.2004,DAYEUH,SINYAL KUAT,ADA,ADA,ADA,200.0,ADA,ADA,ADA,ADA,"AXIS, SMARTFREN",2021
63,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180015,GANDOANG,32.01.07,CILEUNGSI,32.01.07.2005,GANDOANG,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
64,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180014,JATISARI,32.01.07,CILEUNGSI,32.01.07.2006,JATISARI,SINYAL KUAT,TIDAK ADA,ADA,TIDAK ADA,2.0,ADA,ADA,ADA,ADA,TRI,2021
65,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180017,CILEUNGSI KIDUL,32.01.07,CILEUNGSI,32.01.07.2007,CILEUNGSI KIDUL,SINYAL KUAT,ADA,ADA,ADA,1000.0,ADA,ADA,ADA,ADA,AXIS,2021
66,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180013,CIPEUCANG,32.01.07,CILEUNGSI,32.01.07.2008,CIPEUCANG,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,TRI,2021
67,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180012,SETU SARI,32.01.07,CILEUNGSI,32.01.07.2009,SITUSARI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,TRI,2021
68,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180021,CIPENJO,32.01.07,CILEUNGSI,32.01.07.2010,CIPENJO,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
69,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180019,LIMUS NUNGGAL,32.01.07,CILEUNGSI,32.01.07.2011,LIMUSNUNGGAL,SINYAL KUAT,ADA,ADA,ADA,1000.0,ADA,ADA,ADA,ADA,TRI,2021
70,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180018,CILEUNGSI,32.01.07,CILEUNGSI,32.01.07.2012,CILEUNGSI,SINYAL KUAT,ADA,ADA,ADA,500.0,ADA,ADA,ADA,ADA,INDOSAT,2021
71,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160011,KARYA MEKAR,32.01.08,CARIU,32.01.08.2001,KARYAMEKAR,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
72,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160020,BABAKAN RADEN,32.01.08,CARIU,32.01.08.2002,BABAKANRADEN,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,0,2021
73,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160013,CIKUTAMAHI,32.01.08,CARIU,32.01.08.2003,CIKUTAMAHI,SINYAL KUAT,ADA,ADA,TIDAK ADA,7.0,ADA,ADA,ADA,TIDAK ADA,0,2021
74,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160018,KUTA MEKAR,32.01.08,CARIU,32.01.08.2004,KUTAMEKAR,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,0,2021
75,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160017,CARIU,32.01.08,CARIU,32.01.08.2005,CARIU,SINYAL KUAT,ADA,ADA,ADA,0.15,ADA,ADA,ADA,ADA,TRI,2021
76,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160015,MEKARWANGI,32.01.08,CARIU,32.01.08.2006,MEKARWANGI,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
77,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160012,BANTAR KUNING,32.01.08,CARIU,32.01.08.2007,BANTARKUNING,SINYAL KUAT,ADA,ADA,ADA,1000.0,ADA,ADA,ADA,ADA,0,2021
78,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160019,SUKAJADI,32.01.08,CARIU,32.01.08.2008,SUKAJADI,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
79,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160016,TEGAL PANJANG,32.01.08,CARIU,32.01.08.2009,TEGALPANJANG,SINYAL KUAT,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,ADA,ADA,AXIS,2021
80,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160014,CIBATU TIGA,32.01.08,CARIU,32.01.08.2010,CIBATUTIGA,SINYAL LEMAH,ADA,ADA,TIDAK ADA,1.0,ADA,ADA,TIDAK ADA,TIDAK ADA,0,2021
81,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150003,WARGAJAYA,32.01.09,SUKAMAKMUR,32.01.09.2001,WARGAJAYA,SINYAL LEMAH,TIDAK ADA,ADA,ADA,1.0,ADA,ADA,TIDAK ADA,TIDAK ADA,0,2021
82,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150008,PABUARAN,32.01.09,SUKAMAKMUR,32.01.09.2002,PABUARAN,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,INDOSAT,2021
83,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150009,SUKADAMAI,32.01.09,SUKAMAKMUR,32.01.09.2003,SUKADAMAI,SINYAL KUAT,ADA,TIDAK ADA,ADA,800.0,TIDAK ADA,ADA,TIDAK ADA,TIDAK ADA,TRI,2021
84,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150001,SUKAWANGI,32.01.09,SUKAMAKMUR,32.01.09.2004,SUKAWANGI,SINYAL LEMAH,ADA,TIDAK ADA,ADA,7.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
85,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150007,CIBADAK,32.01.09,SUKAMAKMUR,32.01.09.2005,CIBADAK,SINYAL KUAT,ADA,ADA,TIDAK ADA,100.0,ADA,ADA,ADA,ADA,SMARTFREN,2021
86,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150010,SUKARESMI,32.01.09,SUKAMAKMUR,32.01.09.2006,SUKARESMI,SINYAL KUAT,ADA,TIDAK ADA,ADA,1.0,ADA,ADA,TIDAK ADA,TIDAK ADA,0,2021
87,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150005,SUKAMULYA,32.01.09,SUKAMAKMUR,32.01.09.2007,SUKAMULYA,SINYAL KUAT,ADA,ADA,ADA,1.0,ADA,ADA,ADA,ADA,0,2021
88,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150002,SUKAHARJA,32.01.09,SUKAMAKMUR,32.01.09.2008,SUKAHARJA,SINYAL KUAT,ADA,ADA,ADA,3.0,ADA,TIDAK ADA,ADA,TIDAK ADA,0,2021
89,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150004,SIRNAJAYA,32.01.09,SUKAMAKMUR,32.01.09.2009,SIRNAJAYA,SINYAL KUAT,ADA,ADA,ADA,3.0,ADA,ADA,TIDAK ADA,TIDAK ADA,TRI,2021
90,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150006,SUKAMAKMUR,32.01.09,SUKAMAKMUR,32.01.09.2010,SUKAMAKMUR,SINYAL KUAT,ADA,ADA,ADA,50.0,ADA,ADA,ADA,ADA,0,2021
91,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240012,PARUNG,32.01.10,PARUNG,32.01.10.2001,PARUNG,SINYAL KUAT,ADA,ADA,ADA,0.5,ADA,ADA,ADA,ADA,SMARTFREN,2021
92,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240009,IWUL,32.01.10,PARUNG,32.01.10.2002,IWUL,SINYAL KUAT,ADA,ADA,ADA,0.3,ADA,ADA,ADA,ADA,"TRI, AXIS",2021
93,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240015,BOJONG SEMPU,32.01.10,PARUNG,32.01.10.2003,BOJONGSEMPU,SINYAL KUAT,TIDAK ADA,TIDAK ADA,ADA,0.1,ADA,ADA,ADA,ADA,TRI,2021
94,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240013,WARU,32.01.10,PARUNG,32.01.10.2004,WARU,SINYAL KUAT,ADA,TIDAK ADA,ADA,0.15,ADA,ADA,ADA,ADA,TRI,2021
95,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240017,COGREG,32.01.10,PARUNG,32.01.10.2005,COGREG,SINYAL KUAT,ADA,ADA,ADA,0.3,ADA,ADA,ADA,ADA,SMARTFREN,2021
